wavelength,B_442,B_492,B_559,B_665,B_704,B_739,B_780,B_835,B_864,B_943,B_1375,B_1611,B_2184
2425.0,,,,,,,,,,,,,
2426.0,,,,,,,,,,,,,
2427.0,,,,,,,,,,,,,
2428.0,,,,,,,,,,,,,
2429.0,,,,,,,,,,,,,
2430.0,,,,,,,,,,,,,
2431.0,,,,,,,,,,,,,
2432.0,,,,,,,,,,,,,
2433.0,,,,,,,,,,,,,
2434.0,,,,,,,,,,,,,
2435.0,,,,,,,,,,,,,
2436.0,,,,,,,,,,,,,
2437.0,,,,,,,,,,,,,
2438.0,,,,,,,,,,,,,
2439.0,,,,,,,,,,,,,
2440.0,,,,,,,,,,,,,
2441.0,,,,,,,,,,,,,
2442.0,,,,,,,,,,,,,
2443.0,,,,,,,,,,,,,
2444.0,,,,,,,,,,,,,
2445.0,,,,,,,,,,,,,
2446.0,,,,,,,,,,,,,
2447.0,,,,,,,,,,,,,
2448.0,,,,,,,,,,,,,
2449.0,,,,,,,,,,,,,
2450.0,,,,,,,,,,,,,
2451.0,,,,,,,,,,,,,
2452.0,,,,,,,,,,,,,
2453.0,,,,,,,,,,,,,
2454.0,,,,,,,,,,,,,
2455.0,,,,,,,,,,,,,
2456.0,,,,,,,,,,,,,
2457.0,,,,,,,,,,,,,
2458.0,,,,,,,,,,,,,
2459.0,,,,,,,,,,,,,
2460.0,,,,,,,,,,,,,
2461.0,,,,,,,,,,,,,
2462.0,,,,,,,,,,,,,
2463.0,,,,,,,,,,,,,
2464.0,,,,,,,,,,,,,
2465.0,,,,,,,,,,,,,
2466.0,,,,,,,,,,,,,
2467.0,,,,,,,,,,,,,
2468.0,,,,,,,,,,,,,
2469.0,,,,,,,,,,,,,
2470.0,,,,,,,,,,,,,
2471.0,,,,,,,,,,,,,
2472.0,,,,,,,,,,,,,
2473.0,,,,,,,,,,,,,
2474.0,,,,,,,,,,,,,
2475.0,,,,,,,,,,,,,
2476.0,,,,,,,,,,,,,
2477.0,,,,,,,,,,,,,
2478.0,,,,,,,,,,,,,
2479.0,,,,,,,,,,,,,
2480.0,,,,,,,,,,,,,
2481.0,,,,,,,,,,,,,
2482.0,,,,,,,,,,,,,
2483.0,,,,,,,,,,,,,
2484.0,,,,,,,,,,,,,
2485.0,,,,,,,,,,,,,
2486.0,,,,,,,,,,,,,
2487.0,,,,,,,,,,,,,
2488.0,,,,,,,,,,,,,
2489.0,,,,,,,,,,,,,
2490.0,,,,,,,,,,,,,
2491.0,,,,,,,,,,,,,
2492.0,,,,,,,,,,,,,
2493.0,,,,,,,,,,,,,
2494.0,,,,,,,,,,,,,
2495.0,,,,,,,,,,,,,
2496.0,,,,,,,,,,,,,
2497.0,,,,,,,,,,,,,
2498.0,,,,,,,,,,,,,
2499.0,,,,,,,,,,,,,
2500.0,,,,,,,,,,,,,
2501.0,,,,,,,,,,,,,
2502.0,,,,,,,,,,,,,
2503.0,,,,,,,,,,,,,
2504.0,,,,,,,,,,,,,
2505.0,,,,,,,,,,,,,
2506.0,,,,,,,,,,,,,
2507.0,,,,,,,,,,,,,
2508.0,,,,,,,,,,,,,
2509.0,,,,,,,,,,,,,
2510.0,,,,,,,,,,,,,
2511.0,,,,,,,,,,,,,
2512.0,,,,,,,,,,,,,
2513.0,,,,,,,,,,,,,
2514.0,,,,,,,,,,,,,
2515.0,,,,,,,,,,,,,
2516.0,,,,,,,,,,,,,
2517.0,,,,,,,,,,,,,
2518.0,,,,,,,,,,,,,
2519.0,,,,,,,,,,,,,
2520.0,,,,,,,,,,,,,
2521.0,,,,,,,,,,,,,
2522.0,,,,,,,,,,,,,
2523.0,,,,,,,,,,,,,
2524.0,,,,,,,,,,,,,
2525.0,,,,,,,,,,,,,
2526.0,,,,,,,,,,,,,
2527.0,,,,,,,,,,,,,
2528.0,,,,,,,,,,,,,
2529.0,,,,,,,,,,,,,
2530.0,,,,,,,,,,,,,
2531.0,,,,,,,,,,,,,
2532.0,,,,,,,,,,,,,
2533.0,,,,,,,,,,,,,
2534.0,,,,,,,,,,,,,
2535.0,,,,,,,,,,,,,
2536.0,,,,,,,,,,,,,
2537.0,,,,,,,,,,,,,
2538.0,,,,,,,,,,,,,
2539.0,,,,,,,,,,,,,
2540.0,,,,,,,,,,,,,
2541.0,,,,,,,,,,,,,
2542.0,,,,,,,,,,,,,
2543.0,,,,,,,,,,,,,
2544.0,,,,,,,,,,,,,
2545.0,,,,,,,,,,,,,
2546.0,,,,,,,,,,,,,
2547.0,,,,,,,,,,,,,
2548.0,,,,,,,,,,,,,
2549.0,,,,,,,,,,,,,
2550.0,,,,,,,,,,,,,
2551.0,,,,,,,,,,,,,
2552.0,,,,,,,,,,,,,
2553.0,,,,,,,,,,,,,
2554.0,,,,,,,,,,,,,
2555.0,,,,,,,,,,,,,
2556.0,,,,,,,,,,,,,
2557.0,,,,,,,,,,,,,
2558.0,,,,,,,,,,,,,
2559.0,,,,,,,,,,,,,
2560.0,,,,,,,,,,,,,
2561.0,,,,,,,,,,,,,
2562.0,,,,,,,,,,,,,
2563.0,,,,,,,,,,,,,
2564.0,,,,,,,,,,,,,
2565.0,,,,,,,,,,,,,
2566.0,,,,,,,,,,,,,
2567.0,,,,,,,,,,,,,
2568.0,,,,,,,,,,,,,
2569.0,,,,,,,,,,,,,
2570.0,,,,,,,,,,,,,
2571.0,,,,,,,,,,,,,
2572.0,,,,,,,,,,,,,
2573.0,,,,,,,,,,,,,
2574.0,,,,,,,,,,,,,
2575.0,,,,,,,,,,,,,
2576.0,,,,,,,,,,,,,
2577.0,,,,,,,,,,,,,
2578.0,,,,,,,,,,,,,
2579.0,,,,,,,,,,,,,
2580.0,,,,,,,,,,,,,
2581.0,,,,,,,,,,,,,
2582.0,,,,,,,,,,,,,
2583.0,,,,,,,,,,,,,
2584.0,,,,,,,,,,,,,
2585.0,,,,,,,,,,,,,
2586.0,,,,,,,,,,,,,
2587.0,,,,,,,,,,,,,
2588.0,,,,,,,,,,,,,
2589.0,,,,,,,,,,,,,
2590.0,,,,,,,,,,,,,
2591.0,,,,,,,,,,,,,
2592.0,,,,,,,,,,,,,
2593.0,,,,,,,,,,,,,
2594.0,,,,,,,,,,,,,
2595.0,,,,,,,,,,,,,
2596.0,,,,,,,,,,,,,
2597.0,,,,,,,,,,,,,
2598.0,,,,,,,,,,,,,
2599.0,,,,,,,,,,,,,
2600.0,,,,,,,,,,,,,
